date,station,mean_airtemp,daily_precip,mean_windspeed
7/21/04,Toolik Field Station,9.6,0.5,3.7
7/22/04,Toolik Field Station,14.7,0,2.4
7/23/04,Toolik Field Station,14,0,2.6
7/24/04,Toolik Field Station,14.5,0,2.8
7/25/04,Toolik Field Station,15.5,0,2.7
7/26/04,Toolik Field Station,16.8,0,3.6
7/27/04,Toolik Field Station,13.1,5.8,2.6
7/28/04,Toolik Field Station,7.5,6.9,3.5
7/29/04,Toolik Field Station,6.9,0.3,2.3
7/30/04,Toolik Field Station,11.2,5.8,2.6
7/31/04,Toolik Field Station,4.1,25.4,4.2
8/1/04,Toolik Field Station,2,2.5,4.8
8/2/04,Toolik Field Station,7.9,3.8,3.2
8/3/04,Toolik Field Station,8.7,11.4,3.1
8/4/04,Toolik Field Station,13.5,0,3.8
8/5/04,Toolik Field Station,14.4,0,2.6
8/6/04,Toolik Field Station,15.4,0,3.2
8/7/04,Toolik Field Station,15.3,0,4.2
8/8/04,Toolik Field Station,15.6,0,5.9
8/9/04,Toolik Field Station,15.4,0,5.7
8/10/04,Toolik Field Station,11.5,0.5,3.1
8/11/04,Toolik Field Station,11.6,0,2.6
8/12/04,Toolik Field Station,14.1,0,4.3
8/13/04,Toolik Field Station,12,16.5,3.4
8/14/04,Toolik Field Station,11.1,0.3,2.5
8/15/04,Toolik Field Station,14.5,0,2.2
8/16/04,Toolik Field Station,16.6,0,2.9
8/17/04,Toolik Field Station,17.6,0,2.6
8/18/04,Toolik Field Station,16.9,0,2.6
8/19/04,Toolik Field Station,15.1,0,3.9
8/20/04,Toolik Field Station,15.9,0,2.9
8/21/04,Toolik Field Station,16.8,0,3.5
8/22/04,Toolik Field Station,14.5,0,3.6
8/23/04,Toolik Field Station,4.6,0.3,3.1
8/24/04,Toolik Field Station,2.5,0.3,3.3
8/25/04,Toolik Field Station,0.4,0.8,2.9
8/26/04,Toolik Field Station,0.3,1,3.1
8/27/04,Toolik Field Station,4.4,0,2.9
8/28/04,Toolik Field Station,6,0,3
8/29/04,Toolik Field Station,2.8,2.3,2.7
8/30/04,Toolik Field Station,3.4,0,2.1
8/31/04,Toolik Field Station,7.3,0.3,3.5
9/1/04,Toolik Field Station,2.3,1.8,3
9/2/04,Toolik Field Station,-1.4,3.3,2.7
9/3/04,Toolik Field Station,-1.1,0.8,4.1
9/4/04,Toolik Field Station,-1.8,3.6,3.3
9/5/04,Toolik Field Station,-3.5,2.3,2.6
9/6/04,Toolik Field Station,-1.6,0,4.2
9/7/04,Toolik Field Station,-0.1,0,3.7
9/8/04,Toolik Field Station,1.8,0,3.3
9/9/04,Toolik Field Station,0.9,0,3.3
9/10/04,Toolik Field Station,-0.4,0,2.8
9/11/04,Toolik Field Station,-0.8,0,2.1
9/12/04,Toolik Field Station,-0.9,0,2.6
9/13/04,Toolik Field Station,-3.5,0,3.1
9/14/04,Toolik Field Station,-5,0,2.7
9/15/04,Toolik Field Station,-5.7,0,3.1
9/16/04,Toolik Field Station,-6.3,0,2.2
9/17/04,Toolik Field Station,-4.8,0,2.4
9/18/04,Toolik Field Station,-3.3,0,2
9/19/04,Toolik Field Station,-2.3,0,2.6
9/20/04,Toolik Field Station,-4.8,0,2.1
9/21/04,Toolik Field Station,-5.9,0,1.8
9/22/04,Toolik Field Station,-1.8,0,2.7
9/23/04,Toolik Field Station,-3.9,0,2.7
9/24/04,Toolik Field Station,-4.2,0,6.6
9/25/04,Toolik Field Station,-4.4,0,4.5
9/26/04,Toolik Field Station,-10.1,0.3,3.3
9/27/04,Toolik Field Station,-8.6,1.5,4.4
9/28/04,Toolik Field Station,-6.1,3.8,7.3
9/29/04,Toolik Field Station,-8.9,3.3,3.5
9/30/04,Toolik Field Station,-7.4,0,3
10/1/04,Toolik Field Station,-10.4,0,2.5
10/2/04,Toolik Field Station,-8.4,0,3.5
10/3/04,Toolik Field Station,-2.3,0.5,3.8
10/4/04,Toolik Field Station,-1.1,0.5,1.3
10/5/04,Toolik Field Station,-5.4,0,1.8
10/6/04,Toolik Field Station,-6.1,0,1
10/7/04,Toolik Field Station,-6.9,0,1.3
10/8/04,Toolik Field Station,-7.6,0,2
10/9/04,Toolik Field Station,-8.8,0,2.2
10/10/04,Toolik Field Station,-13.4,0,0.9
10/11/04,Toolik Field Station,-15.7,0,0.8
10/12/04,Toolik Field Station,-20.6,0,1.1
10/13/04,Toolik Field Station,-13.4,0,1.6
10/14/04,Toolik Field Station,-6,0.5,3.8
10/15/04,Toolik Field Station,-3.4,0.3,5.9
10/16/04,Toolik Field Station,-2.9,0,4.2
10/17/04,Toolik Field Station,-6.4,0,3.4
10/18/04,Toolik Field Station,-3.4,0,5.4
10/19/04,Toolik Field Station,-1,0.3,7.4
10/20/04,Toolik Field Station,-1.2,0,6.1
10/21/04,Toolik Field Station,-7.2,0.3,3.9
10/22/04,Toolik Field Station,-8.1,0,5
10/23/04,Toolik Field Station,-6.9,0,4.9
10/24/04,Toolik Field Station,-14,0,1.7
10/25/04,Toolik Field Station,-13.9,0,1.7
10/26/04,Toolik Field Station,-11.9,0,1.3
10/27/04,Toolik Field Station,-14.5,0,1.5
10/28/04,Toolik Field Station,-18,0,1.3
10/29/04,Toolik Field Station,-19.3,0,1.1
10/30/04,Toolik Field Station,-21.8,0,1
10/31/04,Toolik Field Station,-22.3,0,1.2
11/1/04,Toolik Field Station,-22.3,0,2.7
11/2/04,Toolik Field Station,-22.5,2.3,1.3
11/3/04,Toolik Field Station,-26.4,0,1.2
11/4/04,Toolik Field Station,-24.8,1,3.1
11/5/04,Toolik Field Station,-28.8,0,3.2
11/6/04,Toolik Field Station,-23.9,0,4.8
11/7/04,Toolik Field Station,-24.7,0,2.1
11/8/04,Toolik Field Station,-24.1,0,3
11/9/04,Toolik Field Station,-20,0,2.6
11/10/04,Toolik Field Station,-23.7,0,2.8
11/11/04,Toolik Field Station,-22.9,0,2
11/12/04,Toolik Field Station,-13.2,1,2.4
11/13/04,Toolik Field Station,-14.2,0,4.8
11/14/04,Toolik Field Station,-6.3,1.5,4.9
11/15/04,Toolik Field Station,-5.8,0.5,4.6
11/16/04,Toolik Field Station,-8,0,2.8
11/17/04,Toolik Field Station,-15.4,0,3.4
11/18/04,Toolik Field Station,-19.6,0,3.4
11/19/04,Toolik Field Station,-8.3,0,3.8
11/20/04,Toolik Field Station,-4.5,1.3,6.4
11/21/04,Toolik Field Station,-7.1,0,6.1
11/22/04,Toolik Field Station,-7.5,0,5
11/23/04,Toolik Field Station,-8.5,0,3.8
11/24/04,Toolik Field Station,-12.1,0,1.7
11/25/04,Toolik Field Station,-9.5,0,3.9
11/26/04,Toolik Field Station,-20.6,0,3.1
11/27/04,Toolik Field Station,-20.1,0,1.8
11/28/04,Toolik Field Station,-7.7,0,5.9
11/29/04,Toolik Field Station,-7.1,0,6.5
11/30/04,Toolik Field Station,-6.8,0,4.6
12/1/04,Toolik Field Station,-15.5,0,2.1
12/2/04,Toolik Field Station,-23.7,0,1.1
12/3/04,Toolik Field Station,-24.3,0,0.8
12/4/04,Toolik Field Station,-21.1,0,1.8
12/5/04,Toolik Field Station,-24.9,0,2.6
12/6/04,Toolik Field Station,-33.8,0,1.2
12/7/04,Toolik Field Station,-35.5,0,1
12/8/04,Toolik Field Station,-37.6,0,1.1
12/9/04,Toolik Field Station,-34.5,0,0.6
12/10/04,Toolik Field Station,-32,0,0.9
12/11/04,Toolik Field Station,-28,0,1.1
12/12/04,Toolik Field Station,-28.4,0,1.5
12/13/04,Toolik Field Station,-32.7,0,1
12/14/04,Toolik Field Station,-35.6,0,1
12/15/04,Toolik Field Station,-34.2,0,1
12/16/04,Toolik Field Station,-15.9,1,5.8
12/17/04,Toolik Field Station,-8.6,0.5,7.3
12/18/04,Toolik Field Station,-16.1,0,2.7
12/19/04,Toolik Field Station,-8.1,0,5.6
12/20/04,Toolik Field Station,-12.4,0,1.1
12/21/04,Toolik Field Station,-25.1,0,1.7
12/22/04,Toolik Field Station,-27,0,1.4
12/23/04,Toolik Field Station,-32.2,0,1.9
12/24/04,Toolik Field Station,-30.5,0,4.2
12/25/04,Toolik Field Station,-11.4,5.1,10.9
12/26/04,Toolik Field Station,-10.5,0,5.1
12/27/04,Toolik Field Station,-19.4,0,1.4
12/28/04,Toolik Field Station,-25.9,0,3.1
12/29/04,Toolik Field Station,-15.5,0,4.6
12/30/04,Toolik Field Station,-6.7,0,6.4
12/31/04,Toolik Field Station,-6.7,0,5
1/1/05,Toolik Field Station,-5.8,0,5.3
1/2/05,Toolik Field Station,-2.2,0,8.8
1/3/05,Toolik Field Station,-1.5,0,5.5
1/4/05,Toolik Field Station,-8.4,0,5.1
1/5/05,Toolik Field Station,-11.4,0,5.7
1/6/05,Toolik Field Station,-6.3,9.1,5.9
1/7/05,Toolik Field Station,-1.8,2,3.8
1/8/05,Toolik Field Station,-7.1,3,4.6
1/9/05,Toolik Field Station,-27.2,0,5.8
1/10/05,Toolik Field Station,-32.6,0,3.4
1/11/05,Toolik Field Station,-32.4,0,3.8
1/12/05,Toolik Field Station,-28.7,0,3.4
1/13/05,Toolik Field Station,-28.6,0,3.4
1/14/05,Toolik Field Station,-33.1,0,2.3
1/15/05,Toolik Field Station,-39,0,1.8
1/16/05,Toolik Field Station,-32.2,0,3.8
1/17/05,Toolik Field Station,-17.7,0,7.1
1/18/05,Toolik Field Station,-14.4,1.5,7.3
1/19/05,Toolik Field Station,-17.6,0,2.8
1/20/05,Toolik Field Station,-8.5,2.3,7
1/21/05,Toolik Field Station,-6,3.6,5
1/22/05,Toolik Field Station,-7.6,0,2.9
1/23/05,Toolik Field Station,-11.4,0,2.5
1/24/05,Toolik Field Station,-23.5,0,1.8
1/25/05,Toolik Field Station,-21.5,0,1.4
1/26/05,Toolik Field Station,-25.8,0,1.2
1/27/05,Toolik Field Station,-31.8,0,1.2
1/28/05,Toolik Field Station,-30.1,0,1.8
1/29/05,Toolik Field Station,-20,0,1.6
1/30/05,Toolik Field Station,-19.9,0,1.3
1/31/05,Toolik Field Station,-29.3,0,2.7
2/1/05,Toolik Field Station,-31,0,2.9
2/2/05,Toolik Field Station,-29.9,0,3.8
2/3/05,Toolik Field Station,-31.2,0,3.1
2/4/05,Toolik Field Station,-27.7,0,3.5
2/5/05,Toolik Field Station,-22.8,0,3
2/6/05,Toolik Field Station,-19.3,0,2.5
2/7/05,Toolik Field Station,-22.5,0,1.6
2/8/05,Toolik Field Station,-7.9,0.8,4.4
2/9/05,Toolik Field Station,-9.4,0.3,3.9
2/10/05,Toolik Field Station,-20.8,0,1.4
2/11/05,Toolik Field Station,-23.5,0,1.6
2/12/05,Toolik Field Station,-25.9,0,3.1
2/13/05,Toolik Field Station,-20.9,0,4.1
2/14/05,Toolik Field Station,-7,1.3,7.1
2/15/05,Toolik Field Station,-4.7,0.3,7
2/16/05,Toolik Field Station,-8.8,0,5.5
2/17/05,Toolik Field Station,-6.9,0,5.5
2/18/05,Toolik Field Station,-20.7,0,1.9
2/19/05,Toolik Field Station,-21.3,0,1.6
2/20/05,Toolik Field Station,-17.5,0.8,1
2/21/05,Toolik Field Station,-22.9,0,2
2/22/05,Toolik Field Station,-28.8,0,1.5
2/23/05,Toolik Field Station,-26,0,0.9
2/24/05,Toolik Field Station,-17.4,0.5,2.3
2/25/05,Toolik Field Station,-20.5,0,2.4
2/26/05,Toolik Field Station,-22.5,0,2.3
2/27/05,Toolik Field Station,-29,0,1.1
2/28/05,Toolik Field Station,-32.9,0,1.3
3/1/05,Toolik Field Station,-35,0,0.9
3/2/05,Toolik Field Station,-36.8,0,1.1
3/3/05,Toolik Field Station,-33.7,0,1.1
3/4/05,Toolik Field Station,-28.2,0,1.7
3/5/05,Toolik Field Station,-17.3,0,2.8
3/6/05,Toolik Field Station,-7.7,2.5,3
3/7/05,Toolik Field Station,-23.9,0,2
3/8/05,Toolik Field Station,-29.8,0,1.9
3/9/05,Toolik Field Station,-13,0.5,4.4
3/10/05,Toolik Field Station,-7.6,0,4.4
3/11/05,Toolik Field Station,-3.2,0.5,7
3/12/05,Toolik Field Station,-3.4,0,6.7
3/13/05,Toolik Field Station,-3.4,0.3,5.9
3/14/05,Toolik Field Station,-7,1,3.7
3/15/05,Toolik Field Station,-4.5,0,7
3/16/05,Toolik Field Station,-7.1,0.8,4.3
3/17/05,Toolik Field Station,-10.7,2.8,3.5
3/18/05,Toolik Field Station,-14.8,0,3.4
3/19/05,Toolik Field Station,-17.9,0.5,1.9
3/20/05,Toolik Field Station,-28.1,0,1.7
3/21/05,Toolik Field Station,-23.8,0,4.3
3/22/05,Toolik Field Station,-9.6,1.5,7.4
3/23/05,Toolik Field Station,-8.8,1,4.8
3/24/05,Toolik Field Station,-13.9,0,2.6
3/25/05,Toolik Field Station,-17.9,0,1.9
3/26/05,Toolik Field Station,-22.2,0,1.2
3/27/05,Toolik Field Station,-27.5,0,1.5
3/28/05,Toolik Field Station,-29.2,0,1.9
3/29/05,Toolik Field Station,-28.5,0,1.2
3/30/05,Toolik Field Station,-28.4,0,1.3
3/31/05,Toolik Field Station,-30.1,1,1.3
4/1/05,Toolik Field Station,-24.9,1,1.3
4/2/05,Toolik Field Station,-20.2,1,1.1
4/3/05,Toolik Field Station,-26.4,0,1.1
4/4/05,Toolik Field Station,-24.8,0,1.1
4/5/05,Toolik Field Station,-18.2,0.8,1.6
4/6/05,Toolik Field Station,-20.9,0,1.4
4/7/05,Toolik Field Station,-20.2,0,1.1
4/8/05,Toolik Field Station,-20.2,0,1
4/9/05,Toolik Field Station,-22.2,0,1.2
4/10/05,Toolik Field Station,-22.1,0,1.4
4/11/05,Toolik Field Station,-21.5,0,1.7
4/12/05,Toolik Field Station,-18.6,0,1.6
4/13/05,Toolik Field Station,-15.4,1.3,2
4/14/05,Toolik Field Station,-14.1,0,2
4/15/05,Toolik Field Station,-11.5,0,2.4
4/16/05,Toolik Field Station,-18.4,0,2
4/17/05,Toolik Field Station,-24.3,0,2.1
4/18/05,Toolik Field Station,-24.4,0,2.1
4/19/05,Toolik Field Station,-20.4,2.5,3.6
4/20/05,Toolik Field Station,-17.5,2,3.2
4/21/05,Toolik Field Station,-15.6,1.3,2.1
4/22/05,Toolik Field Station,1.2,0,6.4
4/23/05,Toolik Field Station,-1.5,0,6.8
4/24/05,Toolik Field Station,-7.4,0,2.5
4/25/05,Toolik Field Station,-3.9,0.5,3.4
4/26/05,Toolik Field Station,0.4,1.5,3
4/27/05,Toolik Field Station,0.1,0,2.8
4/28/05,Toolik Field Station,4.3,0,3.7
4/29/05,Toolik Field Station,3.8,0.5,2.3
4/30/05,Toolik Field Station,-1.8,0,2.2
5/1/05,Toolik Field Station,-5.6,0,1.3
5/2/05,Toolik Field Station,-5.1,0,1.5
5/3/05,Toolik Field Station,-7.4,0,2.2
5/4/05,Toolik Field Station,-9.1,0,2.5
5/5/05,Toolik Field Station,-3.3,0,1.8
5/6/05,Toolik Field Station,1.8,0,2.5
5/7/05,Toolik Field Station,2.6,0,2
5/8/05,Toolik Field Station,3.1,0,1.5
5/9/05,Toolik Field Station,0.5,0,2.1
5/10/05,Toolik Field Station,-2.2,0,2.7
5/11/05,Toolik Field Station,1.1,0,2.5
5/12/05,Toolik Field Station,6.8,0.3,3.6
5/13/05,Toolik Field Station,3.6,0,1.8
5/14/05,Toolik Field Station,-4.5,0,2.6
5/15/05,Toolik Field Station,-7.2,0,2.7
5/16/05,Toolik Field Station,-8.8,1.5,2.1
5/17/05,Toolik Field Station,-5.8,0,2.7
5/18/05,Toolik Field Station,3.4,2.3,3.4
5/19/05,Toolik Field Station,0.8,0,2.5
5/20/05,Toolik Field Station,-1.1,0,2.1
5/21/05,Toolik Field Station,1.5,0,2.1
5/22/05,Toolik Field Station,-1.3,0,2.5
5/23/05,Toolik Field Station,-1.1,0,2.5
5/24/05,Toolik Field Station,2.6,0,2.3
5/25/05,Toolik Field Station,6.7,0.5,2.8
5/26/05,Toolik Field Station,7.9,0,3.3
5/27/05,Toolik Field Station,8.9,0.5,3.1
5/28/05,Toolik Field Station,8.9,0,3.1
5/29/05,Toolik Field Station,7.1,0,2.7
5/30/05,Toolik Field Station,3.9,0,2.6
5/31/05,Toolik Field Station,0.4,0,2.9
6/1/05,Toolik Field Station,-1,0.3,3.1
6/2/05,Toolik Field Station,0.6,0.3,3.1
6/3/05,Toolik Field Station,6.5,0,3.3
6/4/05,Toolik Field Station,6.5,0,2.7
6/5/05,Toolik Field Station,6.5,1.5,2.1
6/6/05,Toolik Field Station,8.2,4.3,3.4
6/7/05,Toolik Field Station,8.6,0,5
6/8/05,Toolik Field Station,10.4,0,3
6/9/05,Toolik Field Station,8.4,3.3,2.8
6/10/05,Toolik Field Station,4.8,2.8,3.1
6/11/05,Toolik Field Station,4.9,0.3,2.9
6/12/05,Toolik Field Station,5.1,0,3.3
6/13/05,Toolik Field Station,9.4,0,2.7
6/14/05,Toolik Field Station,12.7,0,2.6
6/15/05,Toolik Field Station,13.9,0,2.4
6/16/05,Toolik Field Station,12.6,0,3.2
6/17/05,Toolik Field Station,8.5,0.3,3.4
6/18/05,Toolik Field Station,13.5,0,6
6/19/05,Toolik Field Station,9.9,0,4.6
6/20/05,Toolik Field Station,5.4,0,2.7
6/21/05,Toolik Field Station,6,0,3.6
6/22/05,Toolik Field Station,3.6,0,4.3
6/23/05,Toolik Field Station,6.3,0,3.1
6/24/05,Toolik Field Station,10,0,3
6/25/05,Toolik Field Station,12.6,0,3.1
6/26/05,Toolik Field Station,14.1,0,3
6/27/05,Toolik Field Station,15.3,0,3.3
6/28/05,Toolik Field Station,16,0,2.6
6/29/05,Toolik Field Station,15.9,2.8,2.8
6/30/05,Toolik Field Station,11.3,6.6,3.4
7/1/05,Toolik Field Station,6.5,1,4
7/2/05,Toolik Field Station,5,3,3.6
7/3/05,Toolik Field Station,1.9,0.3,3.7
7/4/05,Toolik Field Station,3.1,0,3
7/5/05,Toolik Field Station,5.8,9.1,3.8
7/6/05,Toolik Field Station,4.1,16.5,4.1
7/7/05,Toolik Field Station,6,0,1.9
7/8/05,Toolik Field Station,6.9,6.1,3.9
7/9/05,Toolik Field Station,9.2,0.8,3.1
7/10/05,Toolik Field Station,6.7,10.7,3.5
7/11/05,Toolik Field Station,4.2,5.8,2.7
7/12/05,Toolik Field Station,6.4,11.7,1.6
7/13/05,Toolik Field Station,10.8,0,1.8
7/14/05,Toolik Field Station,12.4,0,2.3
7/15/05,Toolik Field Station,13.1,0,2.8
7/16/05,Toolik Field Station,16.6,0,2.6
7/17/05,Toolik Field Station,14.3,1,3.3
7/18/05,Toolik Field Station,10.1,0.3,3.2
7/19/05,Toolik Field Station,5.7,0,4.2
7/20/05,Toolik Field Station,6.8,0,4
7/21/05,Toolik Field Station,7.7,0,4.6
7/22/05,Toolik Field Station,11.1,0,4.1
7/23/05,Toolik Field Station,9.3,0,3.5
7/24/05,Toolik Field Station,10.3,0,3.1
7/25/05,Toolik Field Station,13.3,0,2.9
7/26/05,Toolik Field Station,14.4,0,3.8
7/27/05,Toolik Field Station,13.5,0,2.6
7/28/05,Toolik Field Station,8.7,0,3.6
7/29/05,Toolik Field Station,5.5,0,3
7/30/05,Toolik Field Station,3.4,0.3,2.9
7/31/05,Toolik Field Station,5.1,0,3.1
8/1/05,Toolik Field Station,5.5,0,2.9
8/2/05,Toolik Field Station,8.2,0,2.6
8/3/05,Toolik Field Station,10.3,0,2.6
8/4/05,Toolik Field Station,10.8,0,3.6
8/5/05,Toolik Field Station,11.6,0.3,3.2
8/6/05,Toolik Field Station,12.6,0,3.2
8/7/05,Toolik Field Station,12.3,2.3,5.6
8/8/05,Toolik Field Station,12.8,0,4.7
8/9/05,Toolik Field Station,16.8,0,3.8
8/10/05,Toolik Field Station,15.9,0,2.3
8/11/05,Toolik Field Station,13.9,0,2.6
8/12/05,Toolik Field Station,12.4,0,2.5
8/13/05,Toolik Field Station,14,0,3.4
8/14/05,Toolik Field Station,13.6,0,2.4
8/15/05,Toolik Field Station,13,0,2.8
8/16/05,Toolik Field Station,7.4,0,3.5
8/17/05,Toolik Field Station,1.9,0,3.4
8/18/05,Toolik Field Station,2.5,0,3.3
8/19/05,Toolik Field Station,5.9,0,2.7
8/20/05,Toolik Field Station,7.9,0,3.1
8/21/05,Toolik Field Station,7.7,0.3,2.6
8/22/05,Toolik Field Station,8.9,0.5,2.3
8/23/05,Toolik Field Station,9.8,1.8,3.3
8/24/05,Toolik Field Station,10.5,0.5,3.7
8/25/05,Toolik Field Station,3.4,1,2.9
8/26/05,Toolik Field Station,0.9,7.6,2
8/27/05,Toolik Field Station,4.1,0.5,2
8/28/05,Toolik Field Station,7.5,0,4
8/29/05,Toolik Field Station,8.1,0,3.2
8/30/05,Toolik Field Station,0.3,2.5,4.1
8/31/05,Toolik Field Station,-6.3,0,3.1
9/1/05,Toolik Field Station,-0.5,0.5,4.2
9/2/05,Toolik Field Station,3.7,0,3.8
9/3/05,Toolik Field Station,4.8,3.6,2.9
9/4/05,Toolik Field Station,-0.2,0,3.1
9/5/05,Toolik Field Station,-2.6,0,3.6
9/6/05,Toolik Field Station,-1.2,3,2.3
9/7/05,Toolik Field Station,0.4,0,1.8
9/8/05,Toolik Field Station,3.6,0,2.1
9/9/05,Toolik Field Station,4.1,0,4.1
9/10/05,Toolik Field Station,6.8,1,2.2
9/11/05,Toolik Field Station,7.5,0.8,2.7
9/12/05,Toolik Field Station,8.6,0,4.9
9/13/05,Toolik Field Station,7.1,1,5.1
9/14/05,Toolik Field Station,6.3,0,3.3
9/15/05,Toolik Field Station,6.6,0,3.8
9/16/05,Toolik Field Station,7.6,0,3.9
9/17/05,Toolik Field Station,5.7,0,2.3
9/18/05,Toolik Field Station,2.6,0,2
9/19/05,Toolik Field Station,1.6,0,1.3
9/20/05,Toolik Field Station,1.4,4.8,1.9
9/21/05,Toolik Field Station,1.6,2.8,3
9/22/05,Toolik Field Station,4.9,0.3,5.5
9/23/05,Toolik Field Station,5.4,0,5
9/24/05,Toolik Field Station,-1.2,0,2.4
9/25/05,Toolik Field Station,-2.6,0.3,2.2
9/26/05,Toolik Field Station,-0.5,0.5,1.2
9/27/05,Toolik Field Station,-4.6,0,2.5
9/28/05,Toolik Field Station,-8.5,0,1.2
9/29/05,Toolik Field Station,-7.6,0,1.2
9/30/05,Toolik Field Station,-8.2,0,0.9
10/1/05,Toolik Field Station,-9.5,1.3,0.9
10/2/05,Toolik Field Station,-8.6,0,1.5
10/3/05,Toolik Field Station,-4.8,1.3,2.7
10/4/05,Toolik Field Station,-6.4,0,2.7
10/5/05,Toolik Field Station,-8,0,2.6
10/6/05,Toolik Field Station,-14.4,0,1
10/7/05,Toolik Field Station,-13.8,0,1.4
10/8/05,Toolik Field Station,-13.6,0,1
10/9/05,Toolik Field Station,-14.6,0,1.5
10/10/05,Toolik Field Station,-14.6,0,1.6
10/11/05,Toolik Field Station,-6.2,0,3.7
10/12/05,Toolik Field Station,-10.4,0,2.3
10/13/05,Toolik Field Station,-7.4,0,1.7
10/14/05,Toolik Field Station,-11.7,0,2.5
10/15/05,Toolik Field Station,-14.8,0,3.2
10/16/05,Toolik Field Station,-9.1,0,5.8
10/17/05,Toolik Field Station,-4.7,0,5.1
10/18/05,Toolik Field Station,-2.9,2.3,5
10/19/05,Toolik Field Station,-2.5,0.5,6.4
10/20/05,Toolik Field Station,1.1,1.3,6.7
10/21/05,Toolik Field Station,-1.4,0,3.3
10/22/05,Toolik Field Station,-4.7,0,5.1
10/23/05,Toolik Field Station,-6.8,0,3.1
10/24/05,Toolik Field Station,-10.3,0,1.8
10/25/05,Toolik Field Station,-15.2,0,0.7
10/26/05,Toolik Field Station,-18.1,0,1.4
10/27/05,Toolik Field Station,-26.4,0,1.2
10/28/05,Toolik Field Station,-20,0,0.7
10/29/05,Toolik Field Station,-21.5,0,1.1
10/30/05,Toolik Field Station,-25.2,0,1.2
10/31/05,Toolik Field Station,-26.6,0,1.2
11/1/05,Toolik Field Station,-24.8,0.3,1.1
11/2/05,Toolik Field Station,-26.3,0,1.3
11/3/05,Toolik Field Station,-24.2,0.5,1.2
11/4/05,Toolik Field Station,-27,0,1.8
11/5/05,Toolik Field Station,-27.1,0,1.7
11/6/05,Toolik Field Station,-31,0,1.3
11/7/05,Toolik Field Station,-34.3,0,1.2
11/8/05,Toolik Field Station,-33.2,0,1.2
11/9/05,Toolik Field Station,-32.6,0,1.4
11/10/05,Toolik Field Station,-26.1,0,1
11/11/05,Toolik Field Station,-31.2,0,1.6
11/12/05,Toolik Field Station,-20.8,0,2.1
11/13/05,Toolik Field Station,-22.1,0,2.6
11/14/05,Toolik Field Station,-20.3,0,3
11/15/05,Toolik Field Station,-21.3,0,3.1
11/16/05,Toolik Field Station,-33.3,0,2.3
11/17/05,Toolik Field Station,-32,0,2.5
11/18/05,Toolik Field Station,-30.1,0,1.9
11/19/05,Toolik Field Station,-32.2,0,1.7
11/20/05,Toolik Field Station,-29.3,3.3,1
11/21/05,Toolik Field Station,-36.6,0,1.3
11/22/05,Toolik Field Station,-33.4,0,1.5
11/23/05,Toolik Field Station,-31.5,0,1.9
11/24/05,Toolik Field Station,-28.7,2.5,1.9
11/25/05,Toolik Field Station,-23.1,7.4,1.4
11/26/05,Toolik Field Station,-21.5,1.3,2.1
11/27/05,Toolik Field Station,-20.8,0,2.5
11/28/05,Toolik Field Station,-27.7,0,2.5
11/29/05,Toolik Field Station,-15.1,0.5,1.7
11/30/05,Toolik Field Station,-21.2,0,1.8
12/1/05,Toolik Field Station,-27.4,0,1.7
12/2/05,Toolik Field Station,-34.5,0,1.7
12/3/05,Toolik Field Station,-32.2,0,2.5
12/4/05,Toolik Field Station,-33.6,0,2.2
12/5/05,Toolik Field Station,-30.4,0,2.3
12/6/05,Toolik Field Station,-19.6,2.8,3.8
12/7/05,Toolik Field Station,-5.9,1,5.4
12/8/05,Toolik Field Station,-15.4,2.3,1.8
12/9/05,Toolik Field Station,-1.4,3.8,7.6
12/10/05,Toolik Field Station,-8.4,0,4.8
12/11/05,Toolik Field Station,-18.6,0,1.7
12/12/05,Toolik Field Station,-18.8,0,2
12/13/05,Toolik Field Station,-19.7,0,1.5
12/14/05,Toolik Field Station,-28.6,0,2
12/15/05,Toolik Field Station,-25.1,0,0.8
12/16/05,Toolik Field Station,-24.2,0,1
12/17/05,Toolik Field Station,-5.1,2.8,3.2
12/18/05,Toolik Field Station,-11.7,0,2.7
12/19/05,Toolik Field Station,-20.2,0,0.6
12/20/05,Toolik Field Station,-23.7,0,0.5
12/21/05,Toolik Field Station,-27.8,0,0.5
12/22/05,Toolik Field Station,-26.4,0,0.6
12/23/05,Toolik Field Station,-20.5,0,0.5
12/24/05,Toolik Field Station,-21.4,0,0.6
12/25/05,Toolik Field Station,-24.2,0,0.5
12/26/05,Toolik Field Station,-27.1,0,0.5
12/27/05,Toolik Field Station,-24.8,0,0.5
12/28/05,Toolik Field Station,-28.5,0,0.5
12/29/05,Toolik Field Station,-23.2,0,0.5
12/30/05,Toolik Field Station,-12.7,0,0.8
12/31/05,Toolik Field Station,-21.2,0,0.5
1/1/06,Toolik Field Station,-25.1,0,NA
1/2/06,Toolik Field Station,-28.7,0,NA
1/3/06,Toolik Field Station,-28.9,0,NA
1/4/06,Toolik Field Station,-21.2,0,NA
1/5/06,Toolik Field Station,-22.1,0,NA
1/6/06,Toolik Field Station,-26.5,0,NA
1/7/06,Toolik Field Station,-33.9,0,NA
1/8/06,Toolik Field Station,-35.5,0,NA
1/9/06,Toolik Field Station,-30.8,0,NA
1/10/06,Toolik Field Station,-26.7,0,NA
1/11/06,Toolik Field Station,-31.1,0,NA
1/12/06,Toolik Field Station,-30.2,0,NA
1/13/06,Toolik Field Station,-27.9,0,NA
